1 0.0 0.014 0.027 0.047 0.058 0.064 1 ssh
2 0.53 0.621 0.6595 0.687 0.72675 0.778 1 noSsh
3 0.0 0.024 0.026 0.045 0.063 0.066 1 sshX[1,2].dat
